name,dataset,F1,IoU,MAE
Casiav1__Sp_D_CRN_A_pla0064_ani0004_0392.png,Casiav1,0.03941670349094123,0.02010457987738911,0.10488805174827576
Casiav1__Sp_D_CRN_A_pla0072_ani0019_0393.png,Casiav1,0.046942256152034435,0.024035262807717898,0.11508200317621231
Casiav1__Sp_D_CRN_A_pla0074_pla0060_0394.png,Casiav1,0.0,0.0,0.0357736237347126
Casiav1__Sp_D_CRN_A_sec0001_art0001_0395.png,Casiav1,0.027865786158720464,0.014129761536079281,0.25634676218032837
Casiav1__Sp_D_CRN_A_sec0007_art0094_0396.png,Casiav1,0.2644746247319514,0.15238879736408567,0.020714890211820602
Casiav1__Sp_D_CRN_A_sec0038_cha0087_0397.png,Casiav1,0.0032177332856632105,0.0016114592658907788,0.056186918169260025
Casiav1__Sp_D_CRN_A_sec0039_sec0070_0398.png,Casiav1,0.005036918321790395,0.002524817811442015,0.17358142137527466
Casiav1__Sp_D_CRN_A_sec0062_cha0063_0399.png,Casiav1,0.19711829519312266,0.10933512424445938,0.06520780175924301
Casiav1__Sp_D_CRN_A_sec0069_ani0081_0400.png,Casiav1,0.042284325637910083,0.02159880834160874,0.03570057824254036
Casiav1__Sp_D_CRN_A_sec0083_ani0039_0401.png,Casiav1,0.010899182561307902,0.005479452054794521,0.12850041687488556
Casiav1__Sp_D_CRN_A_sec0086_sec0084_0402.png,Casiav1,0.0,0.0,0.03843298181891441
Casiav1__Sp_D_CRN_C_art0009_art0098_0403.png,Casiav1,0.0,0.0,0.1895792931318283
Casiav1__Sp_D_CRN_R_cha0077_sec0075_0173.png,Casiav1,0.006133625410733845,0.0030762469786860033,0.13118547201156616
Casiav1__Sp_D_NND_A_ani0025_cha0014_0593.png,Casiav1,0.05656009510104486,0.0291030841542721,0.14878973364830017
Casiav1__Sp_D_NND_A_ani0025_cha0081_0594.png,Casiav1,0.12445062586926287,0.06635422537300151,0.3229086697101593
Casiav1__Sp_D_NND_A_ani0085_arc0089_0595.png,Casiav1,0.0,0.0,0.11319596320390701
Casiav1__Sp_D_NND_A_ani0093_ani0075_0596.png,Casiav1,0.04283502494409083,0.021886261756174738,0.10377383977174759
Casiav1__Sp_D_NND_A_ani0097_ani0047_0597.png,Casiav1,0.14020221473278768,0.07538573055814435,0.08833637833595276
Casiav1__Sp_D_NND_A_arc0011_art0062_0598.png,Casiav1,0.02062991337439287,0.010422463951429295,0.19408665597438812
Casiav1__Sp_D_NND_A_arc0025_arc0090_0185.png,Casiav1,0.0,0.0,0.019473886117339134
Casiav1__Sp_D_NND_A_arc0087_arc0018_0186.png,Casiav1,0.10852309694209498,0.0573747936158503,0.06094677746295929
Casiav1__Sp_D_NND_A_art0010_art0011_0599.png,Casiav1,0.0,0.0,0.26824304461479187
Casiav1__Sp_D_NND_A_art0025_art0019_0090.png,Casiav1,0.0,0.0,0.01439092680811882
Casiav1__Sp_D_NND_A_art0040_arc0079_0600.png,Casiav1,0.05942567261527312,0.030622724302119316,0.10264147073030472
Casiav1__Sp_D_NND_A_art0050_art0080_0092.png,Casiav1,0.0,0.0,0.05723639950156212
Casiav1__Sp_D_NND_A_cha0042_arc0036_0601.png,Casiav1,0.13255780554358754,0.07098361916480812,0.1235291138291359
Casiav1__Sp_D_NND_A_cha0059_cha0081_0602.png,Casiav1,0.0,0.0,0.046178046613931656
Casiav1__Sp_D_NND_A_cha0066_cha0071_0603.png,Casiav1,0.23765826460680683,0.13485367782757712,0.06501669436693192
Casiav1__Sp_D_NND_A_cha0079_cha0005_0604.png,Casiav1,0.0,0.0,0.02845659665763378
Casiav1__Sp_D_NND_A_cha0090_cha0082_0187.png,Casiav1,0.0,0.0,0.022444212809205055
Casiav1__Sp_D_NND_A_cha0094_cha0089_0605.png,Casiav1,0.09196693684295,0.048199865410497984,0.11309996247291565
Casiav1__Sp_D_NND_A_cha0097_arc0005_0606.png,Casiav1,0.04456706281833616,0.02279140438463208,0.09035680443048477
Casiav1__Sp_D_NND_A_nat0015_nat0014_0607.png,Casiav1,0.0351558287501348,0.017892425905598242,0.0903843566775322
Casiav1__Sp_D_NND_A_nat0022_ani0063_0188.png,Casiav1,0.18401486988847585,0.10133060388945753,0.09700646996498108
Casiav1__Sp_D_NND_A_nat0023_nat0013_0608.png,Casiav1,0.0,0.0,0.03510143980383873
Casiav1__Sp_D_NND_A_nat0031_nat0033_0609.png,Casiav1,0.2355894217839534,0.13352301595366325,0.08561292290687561
Casiav1__Sp_D_NND_A_nat0031_nat0096_0610.png,Casiav1,0.16201347820107276,0.08814726129901228,0.12193740159273148
Casiav1__Sp_D_NND_A_nat0072_nat0002_0611.png,Casiav1,0.07180277349768875,0.03723829311171488,0.05459113046526909
Casiav1__Sp_D_NND_A_nat0075_arc0069_0612.png,Casiav1,0.002109276761448911,0.0010557518171113007,0.24662534892559052
Casiav1__Sp_D_NND_A_nat0090_cha0008_0613.png,Casiav1,0.0,0.0,0.028108907863497734
Casiav1__Sp_D_NND_A_pla0042_pla0043_0614.png,Casiav1,0.14843483210017075,0.08016721996803147,0.07737765461206436
Casiav1__Sp_D_NND_A_pla0058_ani0082_0592.png,Casiav1,0.0,0.0,0.14878733456134796
Casiav1__Sp_D_NND_A_sec0008_ani0011_0615.png,Casiav1,0.0013963230160577147,0.0006986492780624127,0.03782162070274353
Casiav1__Sp_D_NND_A_sec0009_ani0008_0616.png,Casiav1,0.061046032007919485,0.031484002722940774,0.05610828474164009
Casiav1__Sp_D_NND_A_sec0014_ani0016_0617.png,Casiav1,0.0,0.0,0.054571494460105896
Casiav1__Sp_D_NND_A_sec0019_ani0006_0618.png,Casiav1,0.00041549807832138777,0.0002077922077922078,0.09106356650590897
Casiav1__Sp_D_NND_A_sec0066_cha0030_0619.png,Casiav1,0.10496073549128519,0.055387103294926215,0.08843513578176498
Casiav1__Sp_D_NND_A_sec0067_ani0096_0620.png,Casiav1,0.027409243329931478,0.013895048041389505,0.12679772078990936
Casiav1__Sp_D_NND_A_sec0072_sec0010_0621.png,Casiav1,0.0,0.0,0.12838424742221832
Casiav1__Sp_D_NND_A_sec0084_ani0038_0622.png,Casiav1,0.10097532989099255,0.053172205438066465,0.04638148844242096
Casiav1__Sp_D_NND_A_sec0095_art0086_0623.png,Casiav1,0.0,0.0,0.04306488856673241
Casiav1__Sp_D_NND_C_cha0076_cha0065_0190.png,Casiav1,0.21743004811976474,0.1219756048790242,0.037149522453546524
Casiav1__Sp_D_NND_C_nat0029_nat0054_0624.png,Casiav1,0.005366115420264403,0.002690275875562512,0.20255835354328156
Casiav1__Sp_D_NND_R_cha0080_art0089_0625.png,Casiav1,0.0640066071336396,0.03306137684637125,0.17643208801746368
Casiav1__Sp_D_NNN_A_ani0014_ani0015_0283.png,Casiav1,0.0,0.0,0.09615379571914673
Casiav1__Sp_D_NNN_A_ani0028_pla0007_0284.png,Casiav1,0.15561015561015562,0.08436944937833037,0.1124073937535286
Casiav1__Sp_D_NNN_A_ani0033_ani0034_0285.png,Casiav1,0.0,0.0,0.09014997631311417
Casiav1__Sp_D_NNN_A_ani0044_ani0051_0286.png,Casiav1,0.12008141112618724,0.06387585709130278,0.02634216658771038
Casiav1__Sp_D_NNN_A_ani0055_pla0025_0287.png,Casiav1,0.013597033374536464,0.006845052893590542,0.11130473017692566
Casiav1__Sp_D_NNN_A_ani0099_ani0100.0288.png,Casiav1,0.08415244007587515,0.043924392439243926,0.053605273365974426
Casiav1__Sp_D_NNN_A_arc0002_arc0026_0201.png,Casiav1,0.0,0.0,0.04757849872112274
Casiav1__Sp_D_NNN_A_arc0002_sec0063_0102.png,Casiav1,0.0,0.0,0.023452363908290863
Casiav1__Sp_D_NNN_A_arc0012_cha0098_0289.png,Casiav1,0.15057777777777778,0.08141882149379986,0.09553212672472
Casiav1__Sp_D_NNN_A_arc0026_arc0008_0290.png,Casiav1,0.005238095238095238,0.0026259250417760803,0.0400436669588089
Casiav1__Sp_D_NNN_A_arc0027_arc0094_0291.png,Casiav1,0.07387769529869212,0.038355661589282435,0.10414894670248032
Casiav1__Sp_D_NNN_A_arc0028_arc0034_0103.png,Casiav1,0.0,0.0,0.039389826357364655
Casiav1__Sp_D_NNN_A_arc0030_art0034_0292.png,Casiav1,0.026658557599716182,0.013509348674748305,0.19578035175800323
Casiav1__Sp_D_NNN_A_arc0032_arc0031_0104.png,Casiav1,0.0,0.0,0.06847739219665527
Casiav1__Sp_D_NNN_A_arc0043_arc0044_0105.png,Casiav1,0.032926181625066386,0.01673866090712743,0.01399549562484026
Casiav1__Sp_D_NNN_A_arc0051_arc0029_0018.png,Casiav1,0.0,0.0,0.01309299748390913
Casiav1__Sp_D_NNN_A_arc0052_ani0017_0293.png,Casiav1,0.027959958577839145,0.014178190092770873,0.05439703166484833
Casiav1__Sp_D_NNN_A_arc0072_pla0097_0294.png,Casiav1,0.1925941466484842,0.1065583284968079,0.154909148812294
Casiav1__Sp_D_NNN_A_arc0075_cha0055_0295.png,Casiav1,0.05329283446085876,0.027375886524822694,0.0665656104683876
Casiav1__Sp_D_NNN_A_arc0078_arc0064_0106.png,Casiav1,0.07134071340713408,0.036989795918367346,0.02845284901559353
Casiav1__Sp_D_NNN_A_art0033_cha0095_0296.png,Casiav1,0.2127995626158005,0.119068660774983,0.2639879882335663
Casiav1__Sp_D_NNN_A_art0035_cha0045_0297.png,Casiav1,0.07159904534606205,0.03712871287128713,0.2744811475276947
Casiav1__Sp_D_NNN_A_art0039_art0038_0298.png,Casiav1,0.0,0.0,0.09025269746780396
Casiav1__Sp_D_NNN_A_art0043_cha0047_0299.png,Casiav1,0.30172709596248426,0.17766702586206898,0.12212073057889938
Casiav1__Sp_D_NNN_A_art0045_cha0091_0300.png,Casiav1,0.23509655751469352,0.13320647002854424,0.1928156614303589
Casiav1__Sp_D_NNN_A_art0067_cha0071_0301.png,Casiav1,0.2929018221376122,0.17157877967181775,0.10492434352636337
Casiav1__Sp_D_NNN_A_art0072_cha0060_0107.png,Casiav1,0.0,0.0,0.07863801717758179
Casiav1__Sp_D_NNN_A_art0084_cha0033_0302.png,Casiav1,0.16504420827007235,0.08994451474739609,0.08997467160224915
Casiav1__Sp_D_NNN_A_art0088_art0092_0108.png,Casiav1,0.1481630194740012,0.08000867302688638,0.11074439436197281
Casiav1__Sp_D_NNN_A_cha0006_cha0003_0303.png,Casiav1,0.05870646766169154,0.030240902101486417,0.018888967111706734
Casiav1__Sp_D_NNN_A_cha0009_sec0022_0109.png,Casiav1,0.0,0.0,0.0181757602840662
Casiav1__Sp_D_NNN_A_cha0021_cha0020_0304.png,Casiav1,0.02216226633262671,0.011205300594368119,0.10267433524131775
Casiav1__Sp_D_NNN_A_cha0022_pla0055_0305.png,Casiav1,0.0872016748080949,0.04558853573825993,0.33036330342292786
Casiav1__Sp_D_NNN_A_cha0034_cha0040_0306.png,Casiav1,0.04741379310344827,0.024282560706401765,0.1109672412276268
Casiav1__Sp_D_NNN_A_cha0036_cha0028_0307.png,Casiav1,0.0,0.0,0.14833591878414154
Casiav1__Sp_D_NNN_A_cha0037_arc0053_0308.png,Casiav1,0.0,0.0,0.05409698188304901
Casiav1__Sp_D_NNN_A_cha0039_nat0019_0320.png,Casiav1,0.10571116769734448,0.05580520029189231,0.24888868629932404
Casiav1__Sp_D_NNN_A_cha0056_cha0057_0310.png,Casiav1,0.03271889400921659,0.016631529632232373,0.04222486540675163
Casiav1__Sp_D_NNN_A_cha0058_cha0027_0311.png,Casiav1,0.01050292870127247,0.005279187817258883,0.19189898669719696
Casiav1__Sp_D_NNN_A_cha0079_cha0002_0312.png,Casiav1,0.0,0.0,0.13826976716518402
Casiav1__Sp_D_NNN_A_cha0082_arc0050_0111.png,Casiav1,0.026603606266627253,0.01348112642300779,0.12682627141475677
Casiav1__Sp_D_NNN_A_cha0085_ani0037_0313.png,Casiav1,0.14999204708127883,0.08107643366864414,0.21800076961517334
Casiav1__Sp_D_NNN_A_cha0089_ani0073_0314.png,Casiav1,0.02192448233861145,0.011083743842364532,0.2083262950181961
Casiav1__Sp_D_NNN_A_cha0092_cha0097_0315.png,Casiav1,0.0,0.0,0.10567589849233627
Casiav1__Sp_D_NNN_A_cha0092_sec0090_0316.png,Casiav1,0.0,0.0,0.05975161865353584
Casiav1__Sp_D_NNN_A_cha0094_ani0059_0317.png,Casiav1,0.10097637476602418,0.05317278491128989,0.17822180688381195
Casiav1__Sp_D_NNN_A_nat0007_cha0004_0112.png,Casiav1,0.18164021533943928,0.09989234081820979,0.11762574315071106
Casiav1__Sp_D_NNN_A_nat0009_cha0099_0318.png,Casiav1,0.08129745790689996,0.04237105863122123,0.22647123038768768
Casiav1__Sp_D_NNN_A_nat0015_sec0059_0319.png,Casiav1,0.17795535748588112,0.09766794585248598,0.22186093032360077
Casiav1__Sp_D_NNN_A_nat0020_nat0017_0321.png,Casiav1,0.0,0.0,0.016158508136868477
Casiav1__Sp_D_NNN_A_nat0026_art0019_0322.png,Casiav1,0.0023358422008824295,0.0011692867350915942,0.15594200789928436
Casiav1__Sp_D_NNN_A_nat0036_nat0034_0323.png,Casiav1,0.0,0.0,0.02216130681335926
Casiav1__Sp_D_NNN_A_nat0051_cha0056_0324.png,Casiav1,0.005990016638935108,0.0030040053404539386,0.12112046033143997
Casiav1__Sp_D_NNN_A_nat0069_cha0090_0326.png,Casiav1,0.0,0.0,0.09169897437095642
Casiav1__Sp_D_NNN_A_nat0074_nat0021_0327.png,Casiav1,0.0,0.0,0.3418111503124237
Casiav1__Sp_D_NNN_A_nat0076_cha0067_0328.png,Casiav1,0.13118878605445233,0.07019905760169247,0.09782914072275162
Casiav1__Sp_D_NNN_A_nat0077_cha0068_0329.png,Casiav1,0.16114768595853396,0.08763492572405686,0.2566279172897339
Casiav1__Sp_D_NNN_A_nat0082_sec0052_0330.png,Casiav1,0.06972735819492322,0.03612306193684552,0.11774494498968124
Casiav1__Sp_D_NNN_A_nat0087_cha0016_0331.png,Casiav1,0.049700387733521326,0.025483462859208387,0.10976868122816086
Casiav1__Sp_D_NNN_A_nat0088_cha0058_0332.png,Casiav1,0.027774615822424586,0.01408288121897726,0.1722956746816635
Casiav1__Sp_D_NNN_A_pla0006_pla0082_0334.png,Casiav1,0.06561070978858771,0.03391804851308757,0.14091810584068298
Casiav1__Sp_D_NNN_A_pla0014_pla0015_0335.png,Casiav1,0.11696331274972757,0.062114197530864196,0.04815080389380455
Casiav1__Sp_D_NNN_A_pla0016_pla0020_0336.png,Casiav1,0.10060887213685125,0.0529690123645245,0.12186982482671738
Casiav1__Sp_D_NNN_A_pla0024_pla0023_0337.png,Casiav1,0.22452299955627866,0.12645784738420526,0.10651203989982605
Casiav1__Sp_D_NNN_A_pla0054_pla0014_0338.png,Casiav1,0.00133422281521014,0.0006675567423230974,0.05602792277932167
Casiav1__Sp_D_NNN_A_pla0055_pla0054_0339.png,Casiav1,0.021480221182475542,0.010856712888315597,0.08894168585538864
Casiav1__Sp_D_NNN_A_pla0063_pla0013_0340.png,Casiav1,0.0520497466605251,0.026720264838023172,0.034510646015405655
Casiav1__Sp_D_NNN_A_pla0069_pla0053_0341.png,Casiav1,0.1773237482658595,0.0972875726543039,0.0619424432516098
Casiav1__Sp_D_NNN_A_pla0075_pla0073_0342.png,Casiav1,0.3068607068607069,0.181237721021611,0.10110864788293839
