name,prefix,F1,IoU,MAE
EI (2532).png,EI,0.3255624733271379,0.19443094659616025,0.42090147733688354
EI (2545).png,EI,0.2571784932342701,0.14756444778532335,0.4648166596889496
EI (2554).png,EI,0.3159661988608867,0.18762461813246328,0.46219688653945923
EI (2561).png,EI,0.33947062766028374,0.2044351839329186,0.4401276707649231
EI (2566).png,EI,0.29617283628098956,0.17382798125751295,0.5003578066825867
EI (2588).png,EI,0.3995481518284852,0.24964709327866452,0.4834164083003998
EI (2608).png,EI,0.4686761816666794,0.30605948660602855,0.38849982619285583
EI (2617).png,EI,0.3037488510526546,0.17907068257029873,0.47825509309768677
EI (2620).png,EI,0.21685317056629366,0.12161262717504992,0.40967169404029846
EI (2638).png,EI,0.254844292208782,0.14602954399486193,0.4636443853378296
EI (2652).png,EI,0.30868157104441873,0.1825094351008964,0.4333357512950897
EI (2672).png,EI,0.36973649386871515,0.22679554101417784,0.46607911586761475
EI (2681).png,EI,0.2635803841668444,0.151795327444729,0.4786457419395447
EI (2689).png,EI,0.3668233969327601,0.22460730593607306,0.4760841131210327
EI (2690).png,EI,0.30055600208811517,0.1768554906530664,0.4713262617588043
EI (2692).png,EI,0.15408723655079215,0.08347482048006978,0.4191148281097412
EI (2695).png,EI,0.28362769979800073,0.1652483553624238,0.4592537581920624
EI (2697).png,EI,0.2792726771103658,0.16229920533915884,0.4658659100532532
EI (2701).png,EI,0.2793125989128191,0.16232617193357793,0.4666770398616791
EI (2705).png,EI,0.3689680219022964,0.22621752783328575,0.517328679561615
EI (2707).png,EI,0.2740562623245443,0.1587863244566999,0.4903031289577484
EI (2711).png,EI,0.2941634899442387,0.17244530071326877,0.47247418761253357
EI (2714).png,EI,0.3399858854851279,0.20480903295481104,0.5000205039978027
EI (2728).png,EI,0.2066634113360628,0.11523961126005362,0.46669745445251465
EI (2731).png,EI,0.15036541858612448,0.0812946622522509,0.449535071849823
EI (2734).png,EI,0.1395268543965529,0.07499536057603089,0.512965977191925
EI (2737).png,EI,0.23194527462309888,0.13118670553234968,0.477222204208374
EI (2756).png,EI,0.28189897172635203,0.16407589954684143,0.5123910307884216
EI (2761).png,EI,0.23274930147579428,0.13170134925970514,0.554099977016449
EI (2768).png,EI,0.21245613050823156,0.11885365955725426,0.46466732025146484
EI (2781).png,EI,0.2538955840671585,0.14540687358122106,0.4761941432952881
EI (2793).png,EI,0.3379359178615684,0.2033230375971882,0.48625922203063965
EI (2797).png,EI,0.2699764497319093,0.1560536269521145,0.4685024321079254
EI (2800).png,EI,0.28904458548100576,0.16893753222801874,0.502942681312561
EI (2803).png,EI,0.3850675003772592,0.23844185467021908,0.4468183219432831
EI (2813).png,EI,0.36610873891391366,0.2240716672115331,0.48762696981430054
EI (2837).png,EI,0.3320266024815093,0.19905989086845047,0.44729626178741455
EI (2858).png,EI,0.4034362265586672,0.2526903298632886,0.4569133520126343
